-45.88731005080474, 33.00229169589442, -66.05671626964386
-45.395761093641354, 33.1253195457076, -67.87949744580104
-44.46081242420329, 33.815237770819664, -67.50338976321763
-43.82601050943147, 34.39581382308808, -66.40914478640461
-44.1073489979718, 33.501232655296796, -65.43876728418661
-44.83630391336765, 32.998152503648264, -64.74271493469061
-47.37600210220148, 34.353086056233344, -67.9888720790654
-45.27256054050457, 34.81974209610757, -69.26890921045829
-78.42485414777823, 39.15251922330788, -93.10816155792084
-78.81889648592102, 41.1691354566532, -93.24261740671969
-77.67395296188931, 41.71285424585413, -94.01743450664027
-76.87292734524684, 40.41719063321199, -94.13066745290372
-77.25539069362156, 38.728393961433476, -93.50927721797689
-79.33576661539607, 39.9998177772095, -92.1134460937938
-78.55828642866975, 43.68310641314143, -92.89688481044702
-79.45315690975744, 42.73537169047894, -91.89082326814717
-79.77734415377236, 41.896425882027984, -91.4350404591344
-61.70113028049532, 31.999860062223995, -121.40562504003839
-59.58805955532779, 33.370429241015756, -119.24205216493885
-60.912518682827184, 33.45381342990812, -120.80852902876666
-62.58037819354978, 32.88630145289548, -121.40272288156268
-60.5570331315418, 31.855762365976545, -118.97154805093037
-58.33791054153029, 33.15444204749163, -116.50938611095052
-59.1533162364218, 35.003001171106916, -117.22656658178016
