-74.07386645691301, -201.08963226021655, -435.04076638004784
-73.11153598891335, -201.89963322803078, -433.667564570131
-73.90544576606085, -201.3610057985683, -433.10026054180037
-74.77923717115253, -200.8735549718429, -435.6485661694897
-73.80776144577734, -201.3010336242337, -435.97915752655194
-73.51051228904761, -202.06291708755825, -435.401765867898
-72.95293644811571, -202.50813703579172, -434.4371565484917
-73.522458985374, -202.60319296922455, -433.1513941310678
-86.07582192871864, -174.24916194725094, -443.8278973203535
-85.39682415558107, -173.19072445141256, -443.57453512039723
-84.46655269208918, -173.06920557906423, -444.07236051475934
-84.71877639573134, -174.05016402968536, -444.22288246338326
-84.98240993055339, -175.42729864085283, -443.8595979488876
-85.86189063850061, -175.75145555395153, -444.0220543930342
-86.71250790062157, -175.54063835628236, -443.6679287184604
-87.42296526841952, -175.1358811047495, -444.1966054096834
-62.79590548027751, -173.60963308592017, -458.8442849729871
-63.25557218177039, -174.9332768132066, -458.74357011856245
-63.89073451245781, -176.33617892860198, -457.67464750049055
-63.134787300171666, -175.7276967424202, -457.54438986242167
-62.86161913964983, -174.81086478842823, -457.8171678685707
-61.86715687027579, -173.437098720388, -458.7831407914545
-77.73449447175467, -166.2857103446689, -466.89519308117406
-77.98082458369984, -167.82351114524712, -467.74202765534204
-78.42376266240943, -168.571565151148, -468.1209892120404
-79.14897311672857, -167.99786405571888, -468.42813150428987
-79.0757427611758, -166.90597691307215, -467.04140011723973
-78.3922814062966, -166.13561510808933, -467.5852367922212
