-73.78745894900811, -200.69216888780096, -435.4819445395655
-72.37541357048369, -200.15690111005938, -434.76904133769534
-72.43616975736144, -201.3922757055127, -434.3716021721123
-59.75591598891407, -176.2654880279827, -430.72379949513834
-83.68140289754771, -173.41598886088946, -444.0550039782275
-84.81051237432375, -174.17836394243398, -444.205878387961
-85.79108583260582, -176.11570613603232, -443.380429274311
-78.02231243059396, -170.35696226027514, -462.9689906435077
-77.90625341278883, -169.11416260240972, -463.913011219062
-77.47423924473563, -168.2460109654466, -465.96990572919907
-77.4802654427081, -167.4778019773479, -466.9618947029463
-84.00474086577628, -175.5047085447329, -458.5534390166845
-86.28968228334844, -176.03614314825532, -458.54473291761377
-82.94933043159642, -174.6696681265223, -459.7357101812794
